Cells:	3769 receptors:	1.3008755 births:	0 deaths:	33
Cells:	3991 receptors:	1.3129542 births:	0 deaths:	36
Cells:	4223 receptors:	1.3300971 births:	0 deaths:	37
Cells:	4459 receptors:	1.3433505 births:	0 deaths:	48
Cells:	4707 receptors:	1.3609518 births:	0 deaths:	46
Cells:	4956 receptors:	1.3753027 births:	0 deaths:	49
Cells:	5210 receptors:	1.3890595 births:	0 deaths:	42
Cells:	5481 receptors:	1.4032111 births:	0 deaths:	42
Cells:	5752 receptors:	1.4165508 births:	0 deaths:	57
Cells:	6022 receptors:	1.430754 births:	0 deaths:	60
Cells:	6305 receptors:	1.4453608 births:	0 deaths:	57
Cells:	6593 receptors:	1.4582132 births:	0 deaths:	66
Cells:	6896 receptors:	1.4740429 births:	0 deaths:	78
Cells:	7206 receptors:	1.4882042 births:	0 deaths:	65
Cells:	7511 receptors:	1.4979364 births:	0 deaths:	88
Cells:	7834 receptors:	1.5097013 births:	0 deaths:	68
Cells:	8151 receptors:	1.5203042 births:	0 deaths:	91
Cells:	8489 receptors:	1.5318648 births:	0 deaths:	87
Cells:	8823 receptors:	1.5426725 births:	0 deaths:	104
Cells:	9166 receptors:	1.5537857 births:	0 deaths:	72
Cells:	9523 receptors:	1.564003 births:	0 deaths:	79
Cells:	9874 receptors:	1.5749443 births:	0 deaths:	91
Cells:	10229 receptors:	1.5887183 births:	0 deaths:	99
Cells:	10591 receptors:	1.5968275 births:	0 deaths:	101
Cells:	10962 receptors:	1.6088305 births:	0 deaths:	123
Cells:	11343 receptors:	1.6177378 births:	0 deaths:	91
Cells:	11727 receptors:	1.6261618 births:	0 deaths:	115
Cells:	12112 receptors:	1.6349901 births:	0 deaths:	109
Cells:	12520 receptors:	1.6434505 births:	0 deaths:	111
Cells:	12931 receptors:	1.6539325 births:	0 deaths:	132
Cells:	13338 receptors:	1.6634429 births:	0 deaths:	144
Cells:	13751 receptors:	1.6732601 births:	0 deaths:	144
Cells:	14169 receptors:	1.6833228 births:	0 deaths:	156
Cells:	14609 receptors:	1.6929975 births:	0 deaths:	129
Cells:	15033 receptors:	1.7027872 births:	0 deaths:	133
Cells:	15483 receptors:	1.7129755 births:	0 deaths:	135
Cells:	15928 receptors:	1.7222501 births:	0 deaths:	154
Cells:	16388 receptors:	1.732182 births:	0 deaths:	163
Cells:	16850 receptors:	1.742374 births:	0 deaths:	161
Cells:	17328 receptors:	1.7540975 births:	0 deaths:	159
Cells:	17795 receptors:	1.764372 births:	0 deaths:	171
Cells:	18275 receptors:	1.7732421 births:	0 deaths:	200
Cells:	18758 receptors:	1.7830259 births:	0 deaths:	190
Cells:	19269 receptors:	1.7941253 births:	0 deaths:	180
Cells:	19775 receptors:	1.8041972 births:	0 deaths:	190
Cells:	20283 receptors:	1.8147709 births:	0 deaths:	174
Cells:	20801 receptors:	1.8224124 births:	0 deaths:	192
Cells:	21299 receptors:	1.8306024 births:	0 deaths:	225
Cells:	21825 receptors:	1.8382131 births:	0 deaths:	213
Cells:	22376 receptors:	1.8474705 births:	0 deaths:	213
Cells:	22886 receptors:	1.8548894 births:	0 deaths:	242
Cells:	23443 receptors:	1.8649063 births:	0 deaths:	224
Cells:	23975 receptors:	1.8733681 births:	0 deaths:	242
Cells:	24540 receptors:	1.8825591 births:	0 deaths:	226
Cells:	25108 receptors:	1.8922654 births:	0 deaths:	221
Cells:	25691 receptors:	1.9003931 births:	0 deaths:	242
Cells:	26265 receptors:	1.908243 births:	0 deaths:	265
Cells:	26850 receptors:	1.9168715 births:	0 deaths:	261
Cells:	27427 receptors:	1.9261676 births:	0 deaths:	251
Cells:	28023 receptors:	1.9363381 births:	0 deaths:	299
Cells:	28632 receptors:	1.9460744 births:	0 deaths:	289
Cells:	29263 receptors:	1.954926 births:	0 deaths:	264
Cells:	29877 receptors:	1.9628142 births:	0 deaths:	321
Cells:	30498 receptors:	1.9695061 births:	0 deaths:	301
Cells:	31147 receptors:	1.9783928 births:	0 deaths:	293
Cells:	31785 receptors:	1.9859997 births:	0 deaths:	307
Cells:	32422 receptors:	1.9938622 births:	0 deaths:	333
Cells:	33099 receptors:	1.9999698 births:	0 deaths:	321
Cells:	33755 receptors:	2.0072286 births:	0 deaths:	368
Cells:	34414 receptors:	2.014529 births:	0 deaths:	327
Cells:	35077 receptors:	2.0216095 births:	0 deaths:	343
Cells:	35762 receptors:	2.0290253 births:	0 deaths:	309
Cells:	36427 receptors:	2.0378292 births:	0 deaths:	341
Cells:	37130 receptors:	2.0455966 births:	0 deaths:	351
Cells:	37827 receptors:	2.0546963 births:	0 deaths:	363
Cells:	38520 receptors:	2.063707 births:	0 deaths:	358
Cells:	39216 receptors:	2.072394 births:	0 deaths:	373
Cells:	39950 receptors:	2.0804505 births:	0 deaths:	367
Cells:	40662 receptors:	2.0883873 births:	0 deaths:	414
Cells:	41402 receptors:	2.0967827 births:	0 deaths:	409
Cells:	42135 receptors:	2.1039279 births:	0 deaths:	422
Cells:	42874 receptors:	2.1114895 births:	0 deaths:	411
Cells:	43607 receptors:	2.1187196 births:	0 deaths:	398
Cells:	44343 receptors:	2.1265364 births:	0 deaths:	487
Cells:	45113 receptors:	2.1330438 births:	0 deaths:	433
Cells:	45868 receptors:	2.1382663 births:	0 deaths:	444
Cells:	46663 receptors:	2.1450827 births:	0 deaths:	445
Cells:	47436 receptors:	2.1528165 births:	0 deaths:	468
Cells:	48241 receptors:	2.1596982 births:	0 deaths:	456
Cells:	49049 receptors:	2.1656914 births:	0 deaths:	538
Cells:	49862 receptors:	2.1721551 births:	0 deaths:	527
Cells:	50638 receptors:	2.1776137 births:	0 deaths:	540
Cells:	51466 receptors:	2.1835775 births:	0 deaths:	494
Cells:	52256 receptors:	2.1889734 births:	0 deaths:	521
Cells:	53081 receptors:	2.1943069 births:	0 deaths:	512
Cells:	53909 receptors:	2.1997254 births:	0 deaths:	535
Cells:	54732 receptors:	2.205218 births:	0 deaths:	568
Cells:	55587 receptors:	2.210319 births:	0 deaths:	590
Cells:	56443 receptors:	2.2154562 births:	0 deaths:	546
Cells:	57299 receptors:	2.220702 births:	0 deaths:	546
Cells:	58189 receptors:	2.2269845 births:	0 deaths:	571
Cells:	59069 receptors:	2.2337267 births:	0 deaths:	576
Cells:	59930 receptors:	2.2399132 births:	0 deaths:	589
Cells:	60830 receptors:	2.2451587 births:	0 deaths:	592
Cells:	61702 receptors:	2.251564 births:	0 deaths:	587
Cells:	62618 receptors:	2.2580569 births:	0 deaths:	629
Cells:	63522 receptors:	2.2647586 births:	0 deaths:	641
Cells:	64443 receptors:	2.2700837 births:	0 deaths:	608
Cells:	65362 receptors:	2.2758331 births:	0 deaths:	631
Cells:	66260 receptors:	2.2820556 births:	0 deaths:	642
Cells:	67204 receptors:	2.287691 births:	0 deaths:	684
Cells:	68147 receptors:	2.2930722 births:	0 deaths:	656
Cells:	69088 receptors:	2.298098 births:	0 deaths:	691
Cells:	70038 receptors:	2.3023074 births:	0 deaths:	688
Cells:	70991 receptors:	2.3072925 births:	0 deaths:	687
Cells:	71963 receptors:	2.3119104 births:	0 deaths:	721
Cells:	72928 receptors:	2.316504 births:	0 deaths:	764
Cells:	73908 receptors:	2.321332 births:	0 deaths:	745
Cells:	74890 receptors:	2.3260782 births:	0 deaths:	764
Cells:	75881 receptors:	2.3321517 births:	0 deaths:	748
Cells:	76879 receptors:	2.3372962 births:	0 deaths:	802
Cells:	77889 receptors:	2.3424745 births:	0 deaths:	762
Cells:	78919 receptors:	2.3480403 births:	0 deaths:	744
Cells:	79911 receptors:	2.3522043 births:	0 deaths:	824
Cells:	80929 receptors:	2.3570538 births:	0 deaths:	782
Cells:	81991 receptors:	2.362308 births:	0 deaths:	823
Cells:	83041 receptors:	2.367192 births:	0 deaths:	807
Cells:	84092 receptors:	2.371926 births:	0 deaths:	823
Cells:	85138 receptors:	2.3769057 births:	0 deaths:	806
Cells:	86209 receptors:	2.3805635 births:	0 deaths:	873
Cells:	87274 receptors:	2.3852122 births:	0 deaths:	862
Cells:	88337 receptors:	2.389282 births:	0 deaths:	855
Cells:	89424 receptors:	2.3931384 births:	0 deaths:	852
Cells:	90515 receptors:	2.3971608 births:	0 deaths:	876
Cells:	91610 receptors:	2.4012225 births:	0 deaths:	903
Cells:	92702 receptors:	2.4053419 births:	0 deaths:	877
Cells:	93778 receptors:	2.4092538 births:	0 deaths:	925
Cells:	94884 receptors:	2.4133153 births:	0 deaths:	969
Cells:	95998 receptors:	2.4173005 births:	0 deaths:	947
Cells:	97134 receptors:	2.420687 births:	0 deaths:	968
Cells:	98245 receptors:	2.423472 births:	0 deaths:	968
Cells:	99401 receptors:	2.42569 births:	0 deaths:	1016
Cells:	100530 receptors:	2.4288273 births:	0 deaths:	1013
Cells:	101683 receptors:	2.4315078 births:	0 deaths:	1025
Cells:	102849 receptors:	2.434462 births:	0 deaths:	972
Cells:	103980 receptors:	2.437411 births:	0 deaths:	1023
Cells:	105147 receptors:	2.4400697 births:	0 deaths:	1056
Cells:	106314 receptors:	2.4434505 births:	0 deaths:	1056
Cells:	107448 receptors:	2.4467742 births:	0 deaths:	1077
Cells:	108667 receptors:	2.450192 births:	0 deaths:	1072
Cells:	109836 receptors:	2.45313 births:	0 deaths:	1111
Cells:	111038 receptors:	2.4564292 births:	0 deaths:	1069
Cells:	112227 receptors:	2.4601834 births:	0 deaths:	1084
Cells:	113441 receptors:	2.4626722 births:	0 deaths:	1117
Cells:	114668 receptors:	2.4649336 births:	0 deaths:	1144
Cells:	115865 receptors:	2.4673283 births:	0 deaths:	1146
Cells:	117128 receptors:	2.4696486 births:	0 deaths:	1167
Cells:	118361 receptors:	2.471929 births:	0 deaths:	1124
Cells:	119624 receptors:	2.474052 births:	0 deaths:	1173
Cells:	120893 receptors:	2.4760492 births:	0 deaths:	1170
Cells:	122150 receptors:	2.477241 births:	0 deaths:	1178
Cells:	123406 receptors:	2.4794014 births:	0 deaths:	1291
Cells:	124641 receptors:	2.4810617 births:	0 deaths:	1304
Cells:	125922 receptors:	2.4830768 births:	0 deaths:	1233
Cells:	127206 receptors:	2.4851816 births:	0 deaths:	1224
Cells:	128486 receptors:	2.4870803 births:	0 deaths:	1306
Cells:	129777 receptors:	2.4887538 births:	0 deaths:	1325
Cells:	131107 receptors:	2.490767 births:	0 deaths:	1329
Cells:	132418 receptors:	2.492078 births:	0 deaths:	1303
Cells:	133709 receptors:	2.4942899 births:	0 deaths:	1228
Cells:	135003 receptors:	2.4964852 births:	0 deaths:	1354
Cells:	136353 receptors:	2.4977596 births:	0 deaths:	1391
Cells:	137676 receptors:	2.4994915 births:	0 deaths:	1339
Cells:	139053 receptors:	2.5015283 births:	0 deaths:	1377
Cells:	140363 receptors:	2.504043 births:	0 deaths:	1394
Cells:	141717 receptors:	2.5056698 births:	0 deaths:	1396
Cells:	143076 receptors:	2.507863 births:	0 deaths:	1433
Cells:	144410 receptors:	2.5101862 births:	0 deaths:	1460
Cells:	145800 receptors:	2.5120232 births:	0 deaths:	1447
Cells:	147165 receptors:	2.5138042 births:	0 deaths:	1413
Cells:	148518 receptors:	2.5164828 births:	0 deaths:	1534
Cells:	149920 receptors:	2.519597 births:	0 deaths:	1493
Cells:	151343 receptors:	2.522568 births:	0 deaths:	1429
Cells:	152749 receptors:	2.5251427 births:	0 deaths:	1525
Cells:	154184 receptors:	2.527759 births:	0 deaths:	1497
Cells:	155621 receptors:	2.5309503 births:	0 deaths:	1515
Cells:	157014 receptors:	2.5330925 births:	0 deaths:	1561
Cells:	158449 receptors:	2.5355666 births:	0 deaths:	1575
Cells:	159890 receptors:	2.5384889 births:	0 deaths:	1558
Cells:	161342 receptors:	2.541006 births:	0 deaths:	1627
Cells:	162781 receptors:	2.5439885 births:	0 deaths:	1637
Cells:	164249 receptors:	2.5463777 births:	0 deaths:	1624
Cells:	165687 receptors:	2.5486128 births:	0 deaths:	1648
Cells:	167138 receptors:	2.5513527 births:	0 deaths:	1679
Cells:	168657 receptors:	2.5532827 births:	0 deaths:	1693
Cells:	170127 receptors:	2.5555909 births:	0 deaths:	1688
Cells:	171603 receptors:	2.5576768 births:	0 deaths:	1687
Cells:	173120 receptors:	2.5593865 births:	0 deaths:	1714
Cells:	174641 receptors:	2.5614374 births:	0 deaths:	1695
Cells:	176151 receptors:	2.5636811 births:	0 deaths:	1724
Cells:	177722 receptors:	2.5651467 births:	0 deaths:	1739
Cells:	179190 receptors:	2.5660975 births:	0 deaths:	1782
Cells:	180735 receptors:	2.5676267 births:	0 deaths:	1808
Cells:	182285 receptors:	2.5694654 births:	0 deaths:	1821
Cells:	183810 receptors:	2.570932 births:	0 deaths:	1794
Cells:	185375 receptors:	2.5719974 births:	0 deaths:	1854
Cells:	186957 receptors:	2.5739074 births:	0 deaths:	1873
Cells:	188497 receptors:	2.5756326 births:	0 deaths:	1938
Cells:	190119 receptors:	2.5776699 births:	0 deaths:	1774
Cells:	191693 receptors:	2.5792649 births:	0 deaths:	1864
Cells:	193263 receptors:	2.5811355 births:	0 deaths:	1969
Cells:	194869 receptors:	2.5828018 births:	0 deaths:	1882
Cells:	196430 receptors:	2.5844119 births:	0 deaths:	1939
Cells:	198041 receptors:	2.5866866 births:	0 deaths:	1924
Cells:	199663 receptors:	2.5874398 births:	0 deaths:	1989
Cells:	201298 receptors:	2.5894098 births:	0 deaths:	1985
Cells:	202912 receptors:	2.591212 births:	0 deaths:	1967
Cells:	204538 receptors:	2.5925598 births:	0 deaths:	2092
Cells:	206184 receptors:	2.5943768 births:	0 deaths:	2029
Cells:	207862 receptors:	2.5961745 births:	0 deaths:	2081
Cells:	209502 receptors:	2.5978558 births:	0 deaths:	2135
Cells:	211172 receptors:	2.5993078 births:	0 deaths:	2102
Cells:	212840 receptors:	2.6008832 births:	0 deaths:	2106
Cells:	214451 receptors:	2.6020863 births:	0 deaths:	2069
Cells:	216153 receptors:	2.603281 births:	0 deaths:	2159
Cells:	217828 receptors:	2.6051793 births:	0 deaths:	2124
Cells:	219487 receptors:	2.6065052 births:	0 deaths:	2210
Cells:	221210 receptors:	2.6083767 births:	0 deaths:	2243
Cells:	222910 receptors:	2.6095912 births:	0 deaths:	2161
Cells:	224599 receptors:	2.611098 births:	0 deaths:	2278
Cells:	226315 receptors:	2.613119 births:	0 deaths:	2289
Cells:	228078 receptors:	2.6146977 births:	0 deaths:	2250
Cells:	229808 receptors:	2.6171412 births:	0 deaths:	2245
Cells:	231487 receptors:	2.6186697 births:	0 deaths:	2404
Cells:	233242 receptors:	2.6210117 births:	0 deaths:	2381
Cells:	235001 receptors:	2.6227293 births:	0 deaths:	2297
Cells:	236738 receptors:	2.625286 births:	0 deaths:	2388
Cells:	238491 receptors:	2.6270719 births:	0 deaths:	2324
Cells:	240234 receptors:	2.6294363 births:	0 deaths:	2442
Cells:	242041 receptors:	2.6312938 births:	0 deaths:	2449
Cells:	243797 receptors:	2.63324 births:	0 deaths:	2429
Cells:	245587 receptors:	2.6358602 births:	0 deaths:	2500
Cells:	247332 receptors:	2.638122 births:	0 deaths:	2529
Cells:	249154 receptors:	2.6404552 births:	0 deaths:	2447
Cells:	250964 receptors:	2.6428013 births:	0 deaths:	2470
Cells:	252764 receptors:	2.6447082 births:	0 deaths:	2456
Cells:	254590 receptors:	2.6466672 births:	0 deaths:	2520
Cells:	256386 receptors:	2.6487446 births:	0 deaths:	2606
Cells:	258153 receptors:	2.651389 births:	0 deaths:	2518
Cells:	260030 receptors:	2.6534514 births:	0 deaths:	2554
Cells:	261886 receptors:	2.654762 births:	0 deaths:	2539
Cells:	263713 receptors:	2.6564333 births:	0 deaths:	2563
Cells:	265560 receptors:	2.658657 births:	0 deaths:	2633
Cells:	267459 receptors:	2.660636 births:	0 deaths:	2616
Cells:	269283 receptors:	2.6623478 births:	0 deaths:	2754
Cells:	271165 receptors:	2.664352 births:	0 deaths:	2670
Cells:	272992 receptors:	2.6660745 births:	0 deaths:	2681
Cells:	274957 receptors:	2.6677735 births:	0 deaths:	2763
Cells:	276853 receptors:	2.6692 births:	0 deaths:	2687
Cells:	278703 receptors:	2.6707284 births:	0 deaths:	2760
Cells:	280649 receptors:	2.6725662 births:	0 deaths:	2671
Cells:	282542 receptors:	2.6740272 births:	0 deaths:	2817
Cells:	284494 receptors:	2.67606 births:	0 deaths:	2869
Cells:	286447 receptors:	2.6779125 births:	0 deaths:	2773
Cells:	288410 receptors:	2.6797268 births:	0 deaths:	2797
Cells:	290302 receptors:	2.6817935 births:	0 deaths:	2914
Cells:	292237 receptors:	2.6835446 births:	0 deaths:	2887
Cells:	294219 receptors:	2.6853602 births:	0 deaths:	2860
Cells:	296160 receptors:	2.6866727 births:	0 deaths:	2928
Cells:	298138 receptors:	2.6883457 births:	0 deaths:	2964
Cells:	300075 receptors:	2.6897576 births:	0 deaths:	3022
Cells:	302082 receptors:	2.69162 births:	0 deaths:	2991
Cells:	304076 receptors:	2.6932511 births:	0 deaths:	2994
Cells:	306073 receptors:	2.6944551 births:	0 deaths:	3094
Cells:	308053 receptors:	2.6963964 births:	0 deaths:	3020
Cells:	310053 receptors:	2.6983194 births:	0 deaths:	3058
Cells:	312121 receptors:	2.6996164 births:	0 deaths:	3144
Cells:	314102 receptors:	2.7007756 births:	0 deaths:	3193
Cells:	316114 receptors:	2.7028952 births:	0 deaths:	3095
Cells:	318150 receptors:	2.7049284 births:	0 deaths:	3239
Cells:	320173 receptors:	2.706952 births:	0 deaths:	3164
Cells:	322246 receptors:	2.7094548 births:	0 deaths:	3107
Cells:	324277 receptors:	2.7115152 births:	0 deaths:	3289
Cells:	326371 receptors:	2.713032 births:	0 deaths:	3319
Cells:	328376 receptors:	2.7150156 births:	0 deaths:	3319
Cells:	330440 receptors:	2.7162814 births:	0 deaths:	3262
Cells:	332479 receptors:	2.7181296 births:	0 deaths:	3344
Cells:	334648 receptors:	2.7199056 births:	0 deaths:	3317
Cells:	336717 receptors:	2.7219238 births:	0 deaths:	3341
Cells:	338808 receptors:	2.72377 births:	0 deaths:	3407
Cells:	341012 receptors:	2.7257838 births:	0 deaths:	3424
Cells:	343077 receptors:	2.727146 births:	0 deaths:	3469
Cells:	345229 receptors:	2.7282963 births:	0 deaths:	3377
Cells:	347345 receptors:	2.729583 births:	0 deaths:	3397
Cells:	349465 receptors:	2.7311718 births:	0 deaths:	3468
Cells:	351679 receptors:	2.732688 births:	0 deaths:	3526
Cells:	353747 receptors:	2.734635 births:	0 deaths:	3434
Cells:	355909 receptors:	2.735938 births:	0 deaths:	3553
Cells:	358086 receptors:	2.7374988 births:	0 deaths:	3499
Cells:	360206 receptors:	2.7388744 births:	0 deaths:	3687
Cells:	362385 receptors:	2.7406874 births:	0 deaths:	3665
Cells:	364557 receptors:	2.7417934 births:	0 deaths:	3614
Cells:	366750 receptors:	2.7434657 births:	0 deaths:	3607
Cells:	368936 receptors:	2.7448933 births:	0 deaths:	3612
Cells:	371173 receptors:	2.7465117 births:	0 deaths:	3755
Cells:	373334 receptors:	2.747722 births:	0 deaths:	3617
Cells:	375626 receptors:	2.7490244 births:	0 deaths:	3698
Cells:	377850 receptors:	2.750176 births:	0 deaths:	3705
Cells:	380040 receptors:	2.7511184 births:	0 deaths:	3880
Cells:	382234 receptors:	2.7523663 births:	0 deaths:	3804
Cells:	384502 receptors:	2.7533355 births:	0 deaths:	3717
Cells:	386729 receptors:	2.7548618 births:	0 deaths:	4045
Cells:	388980 receptors:	2.7559385 births:	0 deaths:	3933
Cells:	391263 receptors:	2.757056 births:	0 deaths:	3792
Cells:	393500 receptors:	2.7585845 births:	0 deaths:	3954
Cells:	395786 receptors:	2.759994 births:	0 deaths:	3880
Cells:	398038 receptors:	2.7607565 births:	0 deaths:	4074
Cells:	400348 receptors:	2.7622445 births:	0 deaths:	3890
Cells:	402645 receptors:	2.7634814 births:	0 deaths:	3823
Cells:	404918 receptors:	2.7646363 births:	0 deaths:	4064
Cells:	407239 receptors:	2.7652876 births:	0 deaths:	3972
Cells:	409527 receptors:	2.766577 births:	0 deaths:	4140
Cells:	411885 receptors:	2.7675517 births:	0 deaths:	4052
Cells:	414154 receptors:	2.768451 births:	0 deaths:	4092
Cells:	416491 receptors:	2.7695484 births:	0 deaths:	4183
Cells:	418870 receptors:	2.7709768 births:	0 deaths:	4037
Cells:	421177 receptors:	2.772718 births:	0 deaths:	4241
Cells:	423559 receptors:	2.7738025 births:	0 deaths:	4164
Cells:	425921 receptors:	2.7750592 births:	0 deaths:	4218
Cells:	428279 receptors:	2.7765732 births:	0 deaths:	4270
Cells:	430643 receptors:	2.7777486 births:	0 deaths:	4309
Cells:	432959 receptors:	2.77936 births:	0 deaths:	4202
Cells:	435391 receptors:	2.7805765 births:	0 deaths:	4348
Cells:	437789 receptors:	2.7819407 births:	0 deaths:	4302
Cells:	440155 receptors:	2.7830446 births:	0 deaths:	4333
Cells:	442594 receptors:	2.784525 births:	0 deaths:	4331
Cells:	445008 receptors:	2.785977 births:	0 deaths:	4241
Cells:	447366 receptors:	2.7868278 births:	0 deaths:	4464
Cells:	449796 receptors:	2.788193 births:	0 deaths:	4458
Cells:	452150 receptors:	2.7897468 births:	0 deaths:	4627
Cells:	454594 receptors:	2.791128 births:	0 deaths:	4491
Cells:	457066 receptors:	2.7922246 births:	0 deaths:	4598
Cells:	459520 receptors:	2.793465 births:	0 deaths:	4482
Cells:	461988 receptors:	2.795538 births:	0 deaths:	4560
Cells:	464420 receptors:	2.7973773 births:	0 deaths:	4708
Cells:	466889 receptors:	2.7987616 births:	0 deaths:	4576
Cells:	469366 receptors:	2.8002818 births:	0 deaths:	4639
Cells:	471837 receptors:	2.801885 births:	0 deaths:	4776
Cells:	474329 receptors:	2.8032167 births:	0 deaths:	4673
Cells:	476760 receptors:	2.8048096 births:	0 deaths:	4780
Cells:	479277 receptors:	2.8058429 births:	0 deaths:	4767
Cells:	481808 receptors:	2.8070621 births:	0 deaths:	4843
Cells:	484301 receptors:	2.8084497 births:	0 deaths:	4833
Cells:	486761 receptors:	2.809424 births:	0 deaths:	4871
Cells:	489326 receptors:	2.8108766 births:	0 deaths:	4956
Cells:	491870 receptors:	2.8121495 births:	0 deaths:	5001
Cells:	494410 receptors:	2.813418 births:	0 deaths:	4985
Cells:	496939 receptors:	2.8145406 births:	0 deaths:	4846
Cells:	499466 receptors:	2.8160415 births:	0 deaths:	4992
Cells:	502033 receptors:	2.8173387 births:	0 deaths:	5056
Cells:	504598 receptors:	2.8188102 births:	0 deaths:	5073
Cells:	507136 receptors:	2.8201804 births:	0 deaths:	5037
Cells:	509741 receptors:	2.8213837 births:	0 deaths:	5066
Cells:	512296 receptors:	2.8228836 births:	0 deaths:	5078
Cells:	514943 receptors:	2.824429 births:	0 deaths:	5114
Cells:	517509 receptors:	2.8262215 births:	0 deaths:	5145
Cells:	520083 receptors:	2.8277197 births:	0 deaths:	5215
Cells:	522706 receptors:	2.8289382 births:	0 deaths:	5234
Cells:	525305 receptors:	2.830702 births:	0 deaths:	5172
Cells:	527953 receptors:	2.8323033 births:	0 deaths:	5308
Cells:	530592 receptors:	2.8340702 births:	0 deaths:	5276
Cells:	533262 receptors:	2.8355086 births:	0 deaths:	5260
Cells:	535946 receptors:	2.8370154 births:	0 deaths:	5174
Cells:	538541 receptors:	2.8387198 births:	0 deaths:	5324
Cells:	541262 receptors:	2.8403804 births:	0 deaths:	5148
Cells:	543881 receptors:	2.8421402 births:	0 deaths:	5513
Cells:	546572 receptors:	2.8431406 births:	0 deaths:	5404
Cells:	549162 receptors:	2.8444722 births:	0 deaths:	5582
Cells:	551922 receptors:	2.8457808 births:	0 deaths:	5428
Cells:	554641 receptors:	2.8473103 births:	0 deaths:	5442
Cells:	557357 receptors:	2.8483539 births:	0 deaths:	5541
Cells:	560082 receptors:	2.8495524 births:	0 deaths:	5438
Cells:	562771 receptors:	2.8509145 births:	0 deaths:	5538
Cells:	565456 receptors:	2.8520398 births:	0 deaths:	5614
Cells:	568112 receptors:	2.8535006 births:	0 deaths:	5702
Cells:	570866 receptors:	2.8540673 births:	0 deaths:	5721
Cells:	573603 receptors:	2.8550828 births:	0 deaths:	5673
Cells:	576322 receptors:	2.8557906 births:	0 deaths:	5733
Cells:	579076 receptors:	2.8568738 births:	0 deaths:	5764
Cells:	581818 receptors:	2.8579297 births:	0 deaths:	5760
Cells:	584574 receptors:	2.858957 births:	0 deaths:	5802
Cells:	587331 receptors:	2.8597026 births:	0 deaths:	5837
Cells:	590158 receptors:	2.8602815 births:	0 deaths:	5789
Cells:	592940 receptors:	2.8607936 births:	0 deaths:	5949
Cells:	595676 receptors:	2.8619652 births:	0 deaths:	5907
Cells:	598519 receptors:	2.8627763 births:	0 deaths:	5946
Cells:	601282 receptors:	2.863598 births:	0 deaths:	6002
Cells:	604073 receptors:	2.8643458 births:	0 deaths:	5904
Cells:	606860 receptors:	2.86487 births:	0 deaths:	5896
Cells:	609685 receptors:	2.8654256 births:	0 deaths:	6130
Cells:	612568 receptors:	2.8662891 births:	0 deaths:	5989
Cells:	615404 receptors:	2.8669767 births:	0 deaths:	6097
Cells:	618209 receptors:	2.8678536 births:	0 deaths:	6087
Cells:	621027 receptors:	2.868587 births:	0 deaths:	6239
Cells:	623916 receptors:	2.8693156 births:	0 deaths:	6223
Cells:	626748 receptors:	2.8699827 births:	0 deaths:	6194
Cells:	629623 receptors:	2.8709323 births:	0 deaths:	6203
Cells:	632481 receptors:	2.8714871 births:	0 deaths:	6327
Cells:	635367 receptors:	2.8722456 births:	0 deaths:	6272
Cells:	638198 receptors:	2.8729422 births:	0 deaths:	6390
